"Item Group Code","Item Group","Item Code","Item","Factor","CPC Code","HS Code","HS07 Code","HS12 Code"
"1732","Oilcrops, Oil Equivalent","336","Hempseed","0.24","01449.02","","120799","120799"
"1732","Oilcrops, Oil Equivalent","277","Jojoba seeds","0.35","01499.03","","120799","120799"
"1732","Oilcrops, Oil Equivalent","310","Kapok fruit","0.0924","01499.05","","120799","120799"
"1732","Oilcrops, Oil Equivalent","263","Karite nuts (sheanuts)","0.25","01499.01","","120799","120799"
"1732","Oilcrops, Oil Equivalent","333","Linseed","0.35","01441","","120400","120400"
"1732","Oilcrops, Oil Equivalent","299","Melonseed","0.3","01449.01","","120799","120770"
"1732","Oilcrops, Oil Equivalent","292","Mustard seed","0.36","01442","","120750","120750"
"1732","Oilcrops, Oil Equivalent","254","Oil palm fruit","0.2176","01491.01","","120799","120710"
"1732","Oilcrops, Oil Equivalent","260","Olives","0.22","01450","","070990","070992"
"1732","Oilcrops, Oil Equivalent","339","Other oil seeds, n.e.c.","0.3","01449.90","","120799","120799"
"1732","Oilcrops, Oil Equivalent","296","Poppy seed","0.45","01448","","120791","120791"
"1732","Oilcrops, Oil Equivalent","270","Rape or colza seed","0.38","01443","","120510, 120590","120510, 120590"
"1732","Oilcrops, Oil Equivalent","280","Safflower seed","0.35","01446","","120799","120760"
"1732","Oilcrops, Oil Equivalent","328","Seed cotton, unginned","0.1008","01921.01","","520100","520100"
"1732","Oilcrops, Oil Equivalent","289","Sesame seed","0.43","01444","","120740","120740"
"1732","Oilcrops, Oil Equivalent","236","Soya beans","0.18","0141","","120100","120110, 120190"
"1732","Oilcrops, Oil Equivalent","267","Sunflower seed","0.41","01445","","120600","120600"
"1732","Oilcrops, Oil Equivalent","305","Tallowtree seeds","0.3","01499.04","","120799","120799"
"1732","Oilcrops, Oil Equivalent","275","Tung nuts","0.16","01499.02","","120799","120799"
"2029","Poultry Birds","1057","Chickens","1","02151","","010511, 010519, 010594, 010599","010511, 010515, 010594, 010599"
"2029","Poultry Birds","1068","Ducks","1","02154","","010519, 010599","010513, 010599"
"2029","Poultry Birds","1072","Geese","1","02153","","010519, 010599","010514, 010599"
"2029","Poultry Birds","1083","Other birds","1","02194","","010631, 010632, 010639","010631, 010632, 010639"
"2029","Poultry Birds","1079","Turkeys","1","02152","","010512, 010599","010512, 010599"
"1726","Pulses, Total","203","Bambara beans, dry","1","01708","","071339","071334"
"1726","Pulses, Total","176","Beans, dry","1","01701","","071331, 071332, 071333, 071339","071331, 071332, 071333, 071339"
"1726","Pulses, Total","181","Broad beans and horse beans, dry","1","01702","","071350","071350"
"1726","Pulses, Total","191","Chick peas, dry","1","01703","","071320","071320"
"1726","Pulses, Total","195","Cow peas, dry","1","01706","","071339","071335"
"1726","Pulses, Total","201","Lentils, dry","1","01704","","071340","071340"
"1726","Pulses, Total","210","Lupins","1","01709.02","","121490","121490"
"1726","Pulses, Total","211","Other pulses n.e.c.","1","01709.90","","071390","071390"
"1726","Pulses, Total","187","Peas, dry","1","01705","","071310","071310"
"1726","Pulses, Total","197","Pigeon peas, dry","1","01707","","071390","071360"
"1726","Pulses, Total","205","Vetches","1","01709.01","","121490","121490"
"1720","Roots and Tubers, Total","125","Cassava, fresh","1","01520.01","","071410","071410"
"1720","Roots and Tubers, Total","149","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1","01599.10","","071490","071490"
"1720","Roots and Tubers, Total","116","Potatoes","1","01510","","070110, 070190","070110, 070190"
"1720","Roots and Tubers, Total","122","Sweet potatoes","1","01530","","071420","071420"
"1720","Roots and Tubers, Total","136","Taro","1","01550","","071490","071440"
"1720","Roots and Tubers, Total","137","Yams","1","01540","","071490","071430"
"1720","Roots and Tubers, Total","135","Yautia","1","01591","","071490","071450"
"1807","Sheep and Goat Meat","1017","Meat of goat, fresh or chilled","1","21116","","020450","020450"
"1807","Sheep and Goat Meat","977","Meat of sheep, fresh or chilled","1","21115","","020410, 020421, 020422, 020423, 020430, 020441, 020442, 020443","020410, 020421, 020422, 020423, 020430, 020441, 020442, 020443"
"1749","Sheep and Goats","1016","Goats","1","02123","","010420","010420"
"1749","Sheep and Goats","976","Sheep","1","02122","","010410","010410"
"1809","Skim Milk&Buttermilk,Dry","899","Buttermilk, dry","1","22230.04","","040390","040390"
"1809","Skim Milk&Buttermilk,Dry","898","Skim milk and whey powder","1","22212","","040210","040210"
"1723","Sugar Crops Primary","161","Other sugar crops n.e.c.","1","01809","","121299","121299"
"1723","Sugar Crops Primary","157","Sugar beet","1","01801","","121291","121291"
"1723","Sugar Crops Primary","156","Sugar cane","1","01802","","121299","121293"
"1729","Treenuts, Total","221","Almonds, in shell","1","01371","","080211","080211"
"1729","Treenuts, Total","216","Brazil nuts, in shell","1","01377","","080121","080121"
"1729","Treenuts, Total","217","Cashew nuts, in shell","1","01372","","080131","080131"
"1729","Treenuts, Total","220","Chestnuts, in shell","1","01373","","080240","080241, 080242"
"1729","Treenuts, Total","225","Hazelnuts, in shell","1","01374","","080221","080221"
"1729","Treenuts, Total","234","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1","01379.90","","080260, 080290","080261, 080262, 080290"
"1729","Treenuts, Total","223","Pistachios, in shell","1","01375","","080250","080251, 080252"
"1729","Treenuts, Total","222","Walnuts, in shell","1","01376","","080231","080231"
"1735","Vegetables Primary","366","Artichokes","1","01216","","070990","070991"
"1735","Vegetables Primary","367","Asparagus","1","01211","","070920","070920"
"1735","Vegetables Primary","420","Broad beans and horse beans, green","1","01243","","070890","070890"
"1735","Vegetables Primary","358","Cabbages","1","01212","","070420, 070490","070420, 070490"
"1735","Vegetables Primary","426","Carrots and turnips","1","01251","","070610","070610"
"1735","Vegetables Primary","378","Cassava leaves","1","01219.01","","070990","070999"
"1735","Vegetables Primary","393","Cauliflowers and broccoli","1","01213","","070410","070410"
"1735","Vegetables Primary","401","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1","01231","","070960","070960"
"1735","Vegetables Primary","397","Cucumbers and gherkins","1","01232","","070700","070700"
"1735","Vegetables Primary","399","Eggplants (aubergines)","1","01233","","070930","070930"
"1735","Vegetables Primary","446","Green corn (maize)","1","01290.01","","070990","070999"
"1735","Vegetables Primary","406","Green garlic","1","01252","","070320","070320"
"1735","Vegetables Primary","407","Leeks and other alliaceous vegetables","1","01254","","070390","070390"
"1735","Vegetables Primary","372","Lettuce and chicory","1","01214","","070511, 070519, 070521, 070529","070511, 070519, 070521, 070529"
"1735","Vegetables Primary","449","Mushrooms and truffles","1","01270","","070951, 070959","070951, 070959"
"1735","Vegetables Primary","430","Okra","1","01239.01","","070990","070999"
"1735","Vegetables Primary","403","Onions and shallots, dry (excluding dehydrated)","1","01253.02","","070310","070310"
"1735","Vegetables Primary","402","Onions and shallots, green","1","01253.01","","070310","070310"
"1735","Vegetables Primary","414","Other beans, green","1","01241.90","","070820","070820"
"1735","Vegetables Primary","463","Other vegetables, fresh n.e.c.","1","01290.90","","070690, 070940, 070990","070690, 070940, 070999"
"1735","Vegetables Primary","417","Peas, green","1","01242","","070810","070810"
"1735","Vegetables Primary","394","Pumpkins, squash and gourds","1","01235","","070990","070993"
"1735","Vegetables Primary","373","Spinach","1","01215","","070970","070970"
"1735","Vegetables Primary","423","String beans","1","01241.01","","070820","070820"
"1735","Vegetables Primary","388","Tomatoes","1","01234","","070200","070200"
